"Kingdom" "Phylum" "Class_Gigaclass" "Order" "Family" "Genus" "Species_Name" "COI" "12S" "16S" "cytb"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Ponticola" "Ponticola platyrostris" 2 0 0 2
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Ponticola" "Ponticola ratan" 3 0 0 4
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Ponticola" "Ponticola syrman" 5 1 2 8
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Pontinus" "Pontinus accraensis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Pontinus" "Pontinus kuhlii" 3 1 0 48
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Ophidiidae" "Porogadus" "Porogadus miles" 6 0 1 0
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Ophidiidae" "Porogadus" "Porogadus subarmatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Porogobius" "Porogobius schlegelii" 0 1 1 1
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Poromitra" "Poromitra capito" 3 0 0 0
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Poromitra" "Poromitra crassiceps" 17 2 3 1
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Poromitra" "Poromitra megalops" 10 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Priacanthidae" "Priacanthus" "Priacanthus arenatus" 16 1 2 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Priacanthidae" "Priacanthus" "Priacanthus hamrur" 60 4 4 12
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Priacanthidae" "Priacanthus" "Priacanthus sagittarius" 18 3 3 0
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Carcharhinidae" "Prionace" "Prionace glauca" 806 7 10 302
"Animalia" "Chordata" "Elasmobranchii" "Rhinopristiformes" "Pristidae" "Pristis" "Pristis microdon" 0 2 1 1
"Animalia" "Chordata" "Elasmobranchii" "Rhinopristiformes" "Pristidae" "Pristis" "Pristis pectinata" 3 6 3 8
"Animalia" "Chordata" "Elasmobranchii" "Rhinopristiformes" "Pristidae" "Pristis" "Pristis perotteti" 0 0 0 1
"Animalia" "Chordata" "Elasmobranchii" "Rhinopristiformes" "Pristidae" "Pristis" "Pristis pristis" 12 4 1 1
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Chaetodontidae" "Prognathodes" "Prognathodes marcellae" 0 0 0 1
"Animalia" "Chordata" "Actinopteri" "Beloniformes" "Exocoetidae" "Prognichthys" "Prognichthys gibbifrons" 0 0 0 2
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Gempylidae" "Promethichthys" "Promethichthys prometheus" 21 7 10 2
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Proterorhinus" "Proterorhinus marmoratus" 17 3 1 47
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Proterorhinus" "Proterorhinus semilunaris" 20 4 8 53
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Protomyctophum" "Protomyctophum arcticum" 7 2 5 1
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Nomeidae" "Psenes" "Psenes pellucidus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Psettodidae" "Psettodes" "Psettodes belcheri" 0 2 4 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Psettodidae" "Psettodes" "Psettodes bennettii" 2 0 1 0
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Pseudaphya" "Pseudaphya ferreri" 0 2 2 1
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Pseudocaranx" "Pseudocaranx dentex" 9 16 0 4
"Animalia" "Chordata" "Elasmobranchii" "Lamniformes" "Pseudocarchariidae" "Pseudocarcharias" "Pseudocarcharias kamoharai" 8 2 1 2
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Pseudomyrophis" "Pseudomyrophis atlanticus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Congridae" "Pseudophichthys" "Pseudophichthys splendens" 6 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sciaenidae" "Pseudotolithus" "Pseudotolithus elongatus" 10 2 2 3
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sciaenidae" "Pseudotolithus" "Pseudotolithus moorii" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sciaenidae" "Pseudotolithus" "Pseudotolithus senegalensis" 14 0 0 2
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sciaenidae" "Pseudotolithus" "Pseudotolithus senegallus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sciaenidae" "Pseudotolithus" "Pseudotolithus typus" 12 3 3 5
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Pseudotriakidae" "Pseudotriakis" "Pseudotriakis microdon" 3 2 2 2
"Animalia" "Chordata" "Actinopteri" "Mulliformes" "Mullidae" "Pseudupeneus" "Pseudupeneus prayensis" 2 0 1 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Psychrolutidae" "Psychrolutes" "Psychrolutes inermis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Psychrolutidae" "Psychrolutes" "Psychrolutes subspinosus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Bramidae" "Pteraclis" "Pteraclis carolinus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Labridae" "Pteragogus" "Pteragogus pelycus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Labridae" "Pteragogus" "Pteragogus trispilus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Pterois" "Pterois miles" 89 4 5 23
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Pteroplatytrygon" "Pteroplatytrygon violacea" 29 3 5 2
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sciaenidae" "Pteroscion" "Pteroscion peli" 3 0 0 1
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Bramidae" "Pterycombus" "Pterycombus brama" 9 0 1 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Gasterosteidae" "Pungitius" "Pungitius platygaster" 9 4 4 5
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Gasterosteidae" "Pungitius" "Pungitius pungitius" 101 24 43 260
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Heterenchelyidae" "Pythonichthys" "Pythonichthys microphthalmus" 2 2 2 2
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Rachycentridae" "Rachycentron" "Rachycentron canadum" 89 9 12 197
"Animalia" "Chordata" "Actinopteri" "Lampriformes" "Radiicephalidae" "Radiicephalus" "Radiicephalus elongatus" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja africana" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja asterias" 55 2 7 3
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja brachyura" 43 4 8 9
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja clavata" 127 5 12 31
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja herwigi" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja maderensis" 40 1 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja microocellata" 9 1 3 1
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja miraletus" 54 2 10 3
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja montagui" 36 1 7 1
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja polystigma" 47 3 16 3
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja radula" 48 0 5 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja rondeleti" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja rouxi" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja straeleni" 5 0 3 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Raja" "Raja undulata" 10 3 4 2
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Rajella" "Rajella barnardi" 1 0 3 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Rajella" "Rajella bathyphila" 7 0 1 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Rajella" "Rajella bigelowi" 5 2 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Rajella" "Rajella dissimilis" 4 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Rajella" "Rajella fyllae" 30 2 2 2
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Rajella" "Rajella leoparda" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Rajella" "Rajella lintea" 12 2 2 2
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Rajella" "Rajella ravidula" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Raniceps" "Raniceps raninus" 2 4 6 1
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Molidae" "Ranzania" "Ranzania laevis" 9 4 4 6
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Scombridae" "Rastrelliger" "Rastrelliger kanagurta" 162 8 14 290
"Animalia" "Chordata" "Actinopteri" "Lampriformes" "Regalecidae" "Regalecus" "Regalecus glesne" 18 4 7 1
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Pleuronectidae" "Reinhardtius" "Reinhardtius hippoglossoides" 53 11 11 184
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Echeneidae" "Remora" "Remora australis" 1 1 1 1
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Echeneidae" "Remora" "Remora brachyptera" 4 3 2 0
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Echeneidae" "Remora" "Remora osteochir" 13 4 2 0
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Echeneidae" "Remora" "Remora remora" 8 3 2 2
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Rhabdosargus" "Rhabdosargus haffara" 20 2 0 1
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Rhadinesthes" "Rhadinesthes decimus" 5 0 1 1
"Animalia" "Chordata" "Elasmobranchii" "Orectolobiformes" "Rhincodontidae" "Rhincodon" "Rhincodon typus" 56 5 8 7
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Balistidae" "Rhinecanthus" "Rhinecanthus aculeatus" 26 6 5 4
"Animalia" "Chordata" "Elasmobranchii" "Rhinopristiformes" "Rhinobatidae" "Rhinobatos" "Rhinobatos albomaculatus" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rhinopristiformes" "Rhinobatidae" "Rhinobatos" "Rhinobatos irvinei" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rhinopristiformes" "Rhinobatidae" "Rhinobatos" "Rhinobatos rhinobatos" 1 0 0 0
"Animalia" "Chordata" "Holocephali" "Chimaeriformes" "Rhinochimaeridae" "Rhinochimaera" "Rhinochimaera atlantica" 1 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Rhinoptera" "Rhinoptera bonasus" 50 2 2 4
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Rhinoptera" "Rhinoptera marginata" 3 0 1 0
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Carcharhinidae" "Rhizoprionodon" "Rhizoprionodon acutus" 166 3 2 3
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Rhodichthys" "Rhodichthys melanocephalus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Rhodichthys" "Rhodichthys regina" 1 2 2 2
"Animalia" "Chordata" "Elasmobranchii" "Rhinopristiformes" "Rhinobatidae" "Rhynchobatus" "Rhynchobatus luebberti" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Congridae" "Rhynchoconger" "Rhynchoconger trewavasae" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Rhynchogadus" "Rhynchogadus hepaticus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Opisthoproctidae" "Rhynchohyalus" "Rhynchohyalus natalensis" 2 1 0 0
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Rinoctes" "Rinoctes nasutus" 1 2 1 1
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Rondeletiidae" "Rondeletia" "Rondeletia loricata" 12 6 6 4
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Rostroraja" "Rostroraja alba" 16 2 7 1
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Rouleina" "Rouleina attrita" 6 1 0 0
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Rouleina" "Rouleina maderensis" 2 1 0 0
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Rutilus" "Rutilus rutilus" 97 11 15 281
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Gempylidae" "Ruvettus" "Ruvettus pretiosus" 40 11 17 18
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Rypticus" "Rypticus saponaceus" 8 2 3 2
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Rypticus" "Rypticus subbifrenatus" 28 0 0 0
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cobitidae" "Sabanejewia" "Sabanejewia aurata" 2 1 0 11
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Saccopharyngidae" "Saccopharynx" "Saccopharynx ampullaceus" 3 0 1 0
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Saccopharyngidae" "Saccopharynx" "Saccopharynx ramosus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Saccopharyngidae" "Saccopharynx" "Saccopharynx thalassa" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Platytroctidae" "Sagamichthys" "Sagamichthys schnakenbecki" 2 0 0 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Salaria" "Salaria basilisca" 3 12 12 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Salaria" "Salaria pavo" 5 51 44 0
"Animalia" "Chordata" "Actinopteri" "Salmoniformes" "Salmonidae" "Salmo" "Salmo labrax" 18 1 3 47
"Animalia" "Chordata" "Actinopteri" "Salmoniformes" "Salmonidae" "Salmo" "Salmo salar" 335 33 41 46
"Animalia" "Chordata" "Actinopteri" "Salmoniformes" "Salmonidae" "Salmo" "Salmo trutta" 260 39 102 417
"Animalia" "Chordata" "Actinopteri" "Salmoniformes" "Salmonidae" "Salvelinus" "Salvelinus alpinus" 71 28 85 80
"Animalia" "Chordata" "Actinopteri" "Salmoniformes" "Salmonidae" "Salvelinus" "Salvelinus fontinalis" 76 11 22 33
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Percidae" "Sander" "Sander lucioperca" 75 8 9 34
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Scombridae" "Sarda" "Sarda sarda" 46 3 6 30
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Clupeidae" "Sardina" "Sardina pilchardus" 220 13 33 185
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Clupeidae" "Sardinella" "Sardinella aurita" 34 2 93 121
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Clupeidae" "Sardinella" "Sardinella maderensis" 14 2 4 16
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Clupeidae" "Sardinella" "Sardinella rouxi" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Holocentriformes" "Holocentridae" "Sargocentron" "Sargocentron hastatum" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Holocentriformes" "Holocentridae" "Sargocentron" "Sargocentron praslin" 4 5 0 0
"Animalia" "Chordata" "Actinopteri" "Holocentriformes" "Holocentridae" "Sargocentron" "Sargocentron rubrum" 61 12 4 2
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Sarpa" "Sarpa salpa" 38 1 5 12
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Nettastomatidae" "Saurenchelys" "Saurenchelys cancrivora" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Synodontidae" "Saurida" "Saurida brasiliensis" 2 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Synodontidae" "Saurida" "Saurida lessepsianus" 14 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Synodontidae" "Saurida" "Saurida undosquamis" 117 5 23 3
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Scardinius" "Scardinius erythrophthalmus" 88 6 10 32
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Scartella" "Scartella caboverdiana" 0 2 2 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Scartella" "Scartella cristata" 9 2 1 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Scaridae" "Scarus" "Scarus ghobban" 38 7 13 5
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Scaridae" "Scarus" "Scarus hoefleri" 0 1 2 0
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Scatophagidae" "Scatophagus" "Scatophagus argus" 81 20 18 42
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Centrolophidae" "Schedophilus" "Schedophilus medusophagus" 5 3 4 4
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Centrolophidae" "Schedophilus" "Schedophilus ovalis" 1 0 1 4
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Centrolophidae" "Schedophilus" "Schedophilus pemarco" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Aphyonidae" "Sciadonus" "Sciadonus cryptophthalmus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Aphyonidae" "Sciadonus" "Sciadonus galatheae" 0 0 1 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sciaenidae" "Sciaena" "Sciaena umbra" 3 2 1 2
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sciaenidae" "Sciaenops" "Sciaenops ocellatus" 68 3 11 15
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Scombridae" "Scomber" "Scomber colias" 61 4 2 81
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Scombridae" "Scomber" "Scomber japonicus" 189 16 32 167
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Scombridae" "Scomber" "Scomber scombrus" 412 31 17 80
"Animalia" "Chordata" "Actinopteri" "Beloniformes" "Scomberesocidae" "Scomberesox" "Scomberesox saurus" 7 1 3 5
"Animalia" "Chordata" "Actinopteri" "Beloniformes" "Scomberesocidae" "Scomberesox" "Scomberesox simulans" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Scombridae" "Scomberomorus" "Scomberomorus commerson" 103 7 7 126
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Scombridae" "Scomberomorus" "Scomberomorus tritor" 0 1 1 1
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Scombrolabracidae" "Scombrolabrax" "Scombrolabrax heterolepis" 10 2 4 1
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Scopelarchidae" "Scopelarchus" "Scopelarchus analis" 8 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Scopelarchidae" "Scopelarchus" "Scopelarchus guentheri" 3 0 1 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Neoscopelidae" "Scopelengys" "Scopelengys tristis" 13 3 4 2
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Scopeloberyx" "Scopeloberyx opisthopterus" 6 0 0 0
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Scopelogadus" "Scopelogadus beanii" 13 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Notosudidae" "Scopelosaurus" "Scopelosaurus argenteus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Notosudidae" "Scopelosaurus" "Scopelosaurus lepidus" 12 1 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Notosudidae" "Scopelosaurus" "Scopelosaurus smithii" 4 0 0 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Scophthalmidae" "Scophthalmus" "Scophthalmus maeoticus" 0 0 1 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Scophthalmidae" "Scophthalmus" "Scophthalmus maximus" 198 7 18 83
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Scophthalmidae" "Scophthalmus" "Scophthalmus rhombus" 26 5 13 26
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena angolensis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena azorica" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena canariensis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena elongata" 0 0 2 3
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena laevis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena loppei" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena maderensis" 0 0 3 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena normani" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena notata" 29 2 14 6
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena porcus" 23 6 11 74
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena scrofa" 43 5 4 2
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaena" "Scorpaena stephanica" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaenodes" "Scorpaenodes africanus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaenodes" "Scorpaenodes arenai" 1 1 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Scorpaenodes" "Scorpaenodes elongatus" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Scyliorhinidae" "Scyliorhinus" "Scyliorhinus canicula" 560 5 6 85
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Scyliorhinidae" "Scyliorhinus" "Scyliorhinus cervigoni" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Scyliorhinidae" "Scyliorhinus" "Scyliorhinus stellaris" 25 2 1 0
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Somniosidae" "Scymnodon" "Scymnodon ringens" 3 1 1 0
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Platytroctidae" "Searsia" "Searsia koefoedi" 7 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Scorpaenidae" "Sebastapistes" "Sebastapistes mauritiana" 3 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Sebastidae" "Sebastes" "Sebastes mentella" 28 4 2 4
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Sebastidae" "Sebastes" "Sebastes norvegicus" 18 3 2 3
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Sebastidae" "Sebastes" "Sebastes viviparus" 11 5 6 6
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Selar" "Selar boops" 52 2 1 2
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Selar" "Selar crumenophthalmus" 196 7 8 12
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Selene" "Selene dorsalis" 1 0 0 1
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Seriola" "Seriola carpenteri" 1 0 0 3
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Seriola" "Seriola dumerili" 77 9 5 31
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Seriola" "Seriola fasciata" 3 0 0 7
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Seriola" "Seriola rivoliana" 35 9 9 17
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Serranus" "Serranus africanus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Serranus" "Serranus atricauda" 6 3 2 8
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Serranus" "Serranus cabrilla" 128 6 11 26
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Serranus" "Serranus hepatus" 45 2 10 16
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Serranus" "Serranus scriba" 47 2 7 10
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Serrivomeridae" "Serrivomer" "Serrivomer beanii" 12 4 3 2
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Serrivomeridae" "Serrivomer" "Serrivomer lanceolatoides" 9 0 0 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Serrivomeridae" "Serrivomer" "Serrivomer schmidti" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Setarchidae" "Setarches" "Setarches guentheri" 36 2 3 4
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Siganidae" "Siganus" "Siganus luridus" 24 2 4 19
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Siganidae" "Siganus" "Siganus rivulatus" 20 1 2 21
